설립구분,학교명,도로명주소,설립일자
공립,서울수색초등학교,서울특별시 은평구 수색로16길 21,19350401
공립,서울수서초등학교,서울특별시 강남구 광평로51길 46,19920715
공립,서울수송초등학교,서울특별시 강북구 한천로124길 14,20010901
공립,서울수암초등학교,서울특별시 노원구 중계로12길 9,20000301
공립,서울수유초등학교,서울특별시 강북구 삼양로74길 39,19670309
공립,서울숭곡초등학교,서울특별시 성북구 종암로40길 30,19720301
공립,서울숭덕초등학교,서울특별시 성북구 정릉로 279,19450514
공립,서울숭례초등학교,서울특별시 성북구 종암로5길 14,19451101
공립,서울숭미초등학교,서울특별시 도봉구 노해로 179,19810610
공립,서울숭신초등학교,서울특별시 성동구 마장로 161,19590403
공립,서울숭인초등학교,서울특별시 성북구 오패산로16길 37,19370401
공립,서울시흥초등학교,서울특별시 금천구 독산로23길 26,19110701
공립,서울신가초등학교,서울특별시 송파구 송이로 75,19880802
공립,서울신강초등학교,서울특별시 양천구 중앙로55길 72,19831203
공립,서울신계초등학교,서울특별시 노원구 초안산로 29,19810701
공립,서울신곡초등학교,서울특별시 강서구 등촌로13자길 42-14,19830617
공립,서울신구로초등학교,서울특별시 구로구 가마산로27길 69,19821026
공립,서울신구초등학교,서울특별시 강남구 압구정로18길 28,19811103
공립,서울신기초등학교,서울특별시 양천구 신정로 292,20000502
공립,서울신길초등학교,서울특별시 동작구 알마타길 16,19640312
공립,서울신남성초등학교,서울특별시 동작구 사당로 146,19750311
공립,서울신남초등학교,서울특별시 양천구 남부순환로83길,19831024
공립,서울신내초등학교,서울특별시 중랑구 용마산로125나길 22,19940105
공립,서울신답초등학교,서울특별시 동대문구 천호대로 177,19710901
공립,서울신당초등학교,서울특별시 중구 난계로 141,20070214
공립,서울신대림초등학교,서울특별시 영등포구 대림로8길 25,19950110
공립,서울신도림초등학교,서울특별시 구로구 신도림로19길 44,19821022
공립,서울신도초등학교,서울특별시 은평구 진관1로 77-23,19281201
공립,서울신동초등학교,서울특별시 서초구 나루터로 15,19460402
공립,서울신림초등학교,서울특별시 관악구 문성로28길 31,19700525
공립,서울신명초등학교,서울특별시 강동구 명일로24길 33,19820504
공립,서울신목초등학교,서울특별시 양천구 신목로5길 11-6,19820408
공립,서울신묵초등학교,서울특별시 중랑구 동일로149길 46,19841205
공립,서울신미림초등학교,서울특별시 구로구 신도림로 26,20020301
공립,서울신방학초등학교,서울특별시 도봉구 시루봉로 173,19860424
공립,서울신봉초등학교,서울특별시 관악구 양녕로6나길 1,19810713
공립,서울신북초등학교,서울특별시 마포구 월드컵북로38길 26,19821101
공립,서울신사초등학교,서울특별시 은평구 가좌로 275-2,19801024
공립,서울신상계초등학교,서울특별시 노원구 상계로 267,19700522
공립,서울신상도초등학교,서울특별시 동작구 장승배기로 14,19810909
공립,서울신서초등학교,서울특별시 양천구 목동서로10길 35,19871022
공립,서울신석초등학교,서울특별시 마포구 대흥로 33,19640310
공립,서울신성초등학교,서울특별시 관악구 신림로 114,19820707
공립,서울신암초등학교,서울특별시 강동구 올림픽로93길 33-16,19801025
공립,서울신양초등학교,서울특별시 광진구 능동로 42,19790411
공립,서울신영초등학교,서울특별시 영등포구 도신로4길 32,19820707
공립,서울신용산초등학교,서울특별시 용산구 이촌로 255,19680925
공립,서울신우초등학교,서울특별시 관악구 호암로 498,19770901
공립,서울신원초등학교,서울특별시 양천구 남부순환로58길 32,19811012
공립,서울신월초등학교,서울특별시 강서구 강서로31길 48,19750311
공립,서울신은초등학교,서울특별시 양천구 신정이펜2로 30,20110901
공립,서울신자초등학교,서울특별시 광진구 뚝섬로46길 64,19821207
공립,서울신정초등학교,서울특별시 강서구 곰달래로31가길 27,19491001
공립,서울신중초등학교,서울특별시 서초구 남부순환로317길 15,19360601
공립,서울신창초등학교,서울특별시 도봉구 덕릉로60길 93,19710105
공립,서울신천초등학교,서울특별시 송파구 올림픽로 215,19590526
공립,서울신학초등학교,서울특별시 도봉구 방학로 247-21,19880109
공립,서울신현초등학교,서울특별시 중랑구 봉화산로 188,19950105
공립,서울신화초등학교,서울특별시 도봉구 우이천로 120,19840730
공립,서울신흥초등학교,서울특별시 금천구 독산로36나길 21,19911030
공립,서울쌍문초등학교,서울특별시 도봉구 우이천로 360,19740430
공립,서울아주초등학교,서울특별시 송파구 올림픽로4길 59,19861217
공립,서울아현초등학교,서울특별시 마포구 굴레방로 6,19250402
공립,서울안산초등학교,서울특별시 서대문구 통일로 321,19360619
공립,서울안암초등학교,서울특별시 성북구 고려대로7가길 39,19560324
공립,서울안천초등학교,서울특별시 금천구 한내로 69-16,19910121
공립,서울안평초등학교,서울특별시 동대문구 장한로14길 61,19900716
공립,서울압구정초등학교,서울특별시 강남구 압구정로39길 29,19760820
공립,서울양강초등학교,서울특별시 양천구 오목로 101,19870423
공립,서울양남초등학교,서울특별시 광진구 뚝섬로64길 71,19831203
공립,서울양동초등학교,서울특별시 양천구 오목로23길 24,19720811
공립,서울양명초등학교,서울특별시 양천구 중앙로 204,19821110
공립,서울양목초등학교,서울특별시 양천구 목동로11길 30,19800417
공립,서울양원숲초등학교,서울특별시 중랑구 양원역로 95,20220301
공립,서울양원초등학교,서울특별시 양천구 화곡로 16,19901201
공립,서울양재초등학교,서울특별시 서초구 바우뫼로18길 14,19830719
공립,서울양전초등학교,서울특별시 강남구 개포로 513,19881221
공립,서울양진초등학교,서울특별시 광진구 워커힐로 32,20050301
공립,서울양천초등학교,서울특별시 강서구 양천로 329,19000401
공립,서울양화초등학교,서울특별시 양천구 목동중앙북로16길 57,19780803
공립,서울어울초등학교,서울특별시 은평구 통일로 650,20180901
공립,서울언남초등학교,서울특별시 서초구 헌릉로8길 42,19340416
공립,서울언북초등학교,서울특별시 강남구 삼성로135길 42,19450401
공립,서울언주초등학교,서울특별시 강남구 남부순환로363길 19,19270916
공립,서울여의도초등학교,서울특별시 영등포구 여의대방로 439,19711101
공립,서울역삼초등학교,서울특별시 강남구 강남대로66길 21,19780721
공립,서울역촌초등학교,서울특별시 은평구 은평로3길 25,19721201
공립,서울연가초등학교,서울특별시 서대문구 증가로12가길 49-50,19721130
공립,서울연광초등학교,서울특별시 은평구 연서로35길 37,20040301
공립,서울연신초등학교,서울특별시 은평구 연서로 347,19760318
공립,서울연은초등학교,서울특별시 은평구 백련산로2길 35,19831020
공립,서울연지초등학교,서울특별시 노원구 월계로55길 48,19980301
공립,서울연천초등학교,서울특별시 은평구 연서로34길 22,19841205
공립,서울연촌초등학교,서울특별시 노원구 공릉로58길 36,19451110
공립,서울연희초등학교,서울특별시 서대문구 연희로 136,19681207
공립,서울염경초등학교,서울특별시 강서구 양천로69길 49,20050901
공립,서울염동초등학교,서울특별시 강서구 양천로73길 17,19970516
공립,서울염리초등학교,서울특별시 마포구 토정로37길 37,19830803
공립,서울염창초등학교,서울특별시 강서구 양천로 646-28,19630518
공립,서울영남초등학교,서울특별시 금천구 문성로 62-15,19560326
공립,서울영도초등학교,서울특별시 양천구 목동중앙로 70,19861004
공립,서울영동초등학교,서울특별시 영등포구 국회대로53길 20,19560517
공립,서울영등포초등학교,서울특별시 영등포구 경인로 756,19451101
공립,서울영림초등학교,서울특별시 영등포구 시흥대로173길 14,19820707
공립,서울영문초등학교,서울특별시 영등포구 문래로 56,20050105
공립,서울영본초등학교,서울특별시 동작구 만양로12가길 69,19671127
공립,서울영서초등학교,서울특별시 구로구 도림로20길 57,19790202
공립,서울영신초등학교,서울특별시 영등포구 도신로60길 23,19671127
공립,서울영원초등학교,서울특별시 영등포구 도영로 22길 31,20020901
공립,서울영일초등학교,서울특별시 구로구 남부순환로105길 218,19671129
공립,서울영중초등학교,서울특별시 영등포구 양산로 185,19490401
공립,서울영풍초등학교,서울특별시 송파구 오금로57길 15,19821010
공립,서울영화초등학교,서울특별시 동작구 등용로8길 3,19620903
공립,서울영희초등학교,서울특별시 강남구 일원로 21,19461001
공립,서울오금초등학교,서울특별시 송파구 위례성대로22길 11,19930720
공립,서울오류남초등학교,서울특별시 구로구 서해안로24길 22,19820408
공립,서울오류초등학교,서울특별시 구로구 경인로19길 39,19430523
공립,서울오륜초등학교,서울특별시 송파구 양재대로 1196,19881208
공립,서울오봉초등학교,서울특별시 도봉구 시루봉로 285,20000301
공립,서울오정초등학교,서울특별시 구로구 경인로2길 10,19860109
공립,서울오현초등학교,서울특별시 강북구 월계로 221,19911002
공립,서울옥수초등학교,서울특별시 성동구 금호로1길 25,19670327
공립,서울옥정초등학교,서울특별시 성동구 한림말길 43,19710522
공립,서울온곡초등학교,서울특별시 노원구 한글비석로52길 59,19880209
공립,서울온수초등학교,서울특별시 구로구 부일로 893,19840127
공립,서울왕북초등학교,서울특별시 강남구 광평로31길 74,19631031
공립,서울용강초등학교,서울특별시 마포구 백범로17길 9,19160426
공립,서울용곡초등학교,서울특별시 광진구 용마산로22길 82,19780213
공립,서울용답초등학교,서울특별시 성동구 용답25길 1,19830420
공립,서울용동초등학교,서울특별시 노원구 한글비석로1길 81-11,19910325
공립,서울용두초등학교,서울특별시 동대문구 천호대로13길 43,19481101
공립,서울용마초등학교,서울특별시 광진구 천호대로113길 10,19720801
공립,서울용산초등학교,서울 용산구 한강대로57길 33,19451101
공립,서울용암초등학교,서울특별시 용산구 녹사평대로60길 39,19650926
공립,서울용원초등학교,서울특별시 노원구 섬밭로 144,19950625
공립,서울우면초등학교,서울특별시 서초구 태봉로,20120301
공립,서울우솔초등학교,서울특별시 서초구 양재대로2길 74,20130301
공립,서울우신초등학교,서울특별시 영등포구 신길로 190,19150305
공립,서울우암초등학교,서울특별시 서초구 바우뫼로7길 38,19940805
공립,서울우이초등학교,서울특별시 강북구 삼양로99길 36,19491002
공립,서울우장초등학교,서울특별시 강서구 화곡로 263,19830610
공립,서울원광초등학교,서울특별시 노원구 덕릉로76길 18,19911030
공립,서울원당초등학교,서울특별시 관악구 봉천로 505,19721209
공립,서울원명초등학교,서울특별시 서초구 고무래로 90-6,19890704
공립,서울원묵초등학교,서울특별시 중랑구 숙선옹주로 109,19951110
공립,서울원신초등학교,서울특별시 관악구 광신길 177,20020710
공립,서울원촌초등학교,서울특별시 서초구 사평대로45길 26,19790918
공립,서울원효초등학교,서울특별시 용산구 효창원로13길 38,19830511
공립,서울월계초등학교,서울특별시 노원구 월계로45가길 10,19920715
공립,서울월곡초등학교,서울특별시 성북구 장월로3길 42,19710901
공립,서울월정초등학교,서울특별시 강서구 월정로 176,19811226
공립,서울월천초등학교,서울특별시 도봉구 노해로70길 96,19880928
공립,서울월촌초등학교,서울특별시 양천구 목동중앙로 132,19851012
공립,서울위례별초등학교,서울특별시 송파구 위례광장로 243,20160301
공립,서울위례솔초등학교,서울특별시 송파구 위례북로2길 12,20220301
공립,서울위례초등학교,서울특별시 강동구 명일로 23,19811024
공립,서울유현초등학교,서울특별시 강북구 인수봉로37길 24,19740605
공립,서울윤중초등학교,서울특별시 영등포구 여의나루로2길 14,19791226
공립,서울율현초등학교,서울특별시 강남구 밤고개로21길 15,20140828
공립,서울은로초등학교,서울특별시 동작구 서달로 115,19081101
공립,서울은명초등학교,서울특별시 은평구 은평로4길 21-9,20080716
공립,서울은빛초등학교,서울특별시 은평구 진관3로 73-17,20110113
공립,서울은정초등학교,서울특별시 양천구 목동남로 85,19960710
공립,서울은진초등학교,서울특별시 은평구 진관1로 21-20,20081231
공립,서울은천초등학교,서울특별시 관악구 은천로 69,19580401
공립,서울은평초등학교,서울특별시 은평구 은평로 239,19310401
공립,서울을지초등학교,서울특별시 노원구 중계로 239,19940105
공립,서울응봉초등학교,서울특별시 성동구 독서당로62길 28,20020712
공립,서울응암초등학교,서울특별시 은평구 가좌로6길 20,19621112
공립,서울이문초등학교,서울특별시 동대문구 신이문로 16,19670711
공립,서울이수초등학교,서울특별시 서초구 방배천로4길 23,19770901
공립,서울이태원초등학교,서울특별시 용산구 녹사평대로40길 19,19430501
공립,서울인수초등학교,서울특별시 강북구 인수봉로 269,19820707
공립,서울인왕초등학교,서울특별시 서대문구 세무서길 33-9,19621112
공립,서울인헌초등학교,서울특별시 관악구 낙성대로 23,19791231
공립,서울일신초등학교,서울특별시 성북구 월곡로 74,20000901
공립,서울일원초등학교,서울특별시 강남구 영동대로4길 20,19841010
공립,서울자곡초등학교,서울특별시 강남구 자곡로 150,20140901
공립,서울자양초등학교,서울특별시 광진구 아차산로44길 26,19451210
공립,서울자운초등학교,서울특별시 도봉구 마들로13길 166,19970105
공립,서울잠동초등학교,서울특별시 송파구 올림픽로35길 122,19800929
공립,서울잠신초등학교,서울특별시 송파구 잠실로 32,19810805
공립,서울잠실초등학교,서울특별시 송파구 올림픽로35길 20,19751101
공립,서울잠원초등학교,서울특별시 서초구 신반포로16길 15-25,19780830
공립,서울잠일초등학교,서울특별시 송파구 올림픽로 95,19760312
공립,서울잠전초등학교,서울특별시 송파구 올림픽로12길 51,19810909
공립,서울잠현초등학교,서울특별시 송파구 올림픽로37길 109,20080717
공립,서울장곡초등학교,서울특별시 성북구 장월로23길 16,19780222
공립,서울장수초등학교,서울특별시 양천구 신정로13가길 30,20051229
공립,서울장안초등학교,서울특별시 광진구 군자로 74,19550319
공립,서울장월초등학교,서울특별시 성북구 한천로101길 66,20060719
공립,서울장위초등학교,서울특별시 성북구 장월로8가길 41,19461211
공립,서울장충초등학교,서울특별시 중구 청구로17길 40,19531021
공립,서울장평초등학교,서울특별시 동대문구 답십리로,19800404
공립,서울재동초등학교,서울특별시 종로구 북촌로4길 7,18950830
공립,서울전곡초등학교,서울특별시 동대문구 전농로 172,19590508
공립,서울전농초등학교,서울특별시 동대문구 사가정로 66,19420408
공립,서울전동초등학교,서울특별시 동대문구 전농로16길 61,19681206
공립,서울정곡초등학교,서울특별시 강서구 방화대로50길 22,19921001
공립,서울정덕초등학교,서울특별시 성북구 아리랑로 63,19461101
공립,서울정릉초등학교,서울특별시 성북구 솔샘로25가길 8,19850710
공립,서울정목초등학교,서울특별시 양천구 목동중앙로3길 30-10,19810921
공립,서울정수초등학교,서울특별시 성북구 정릉로24길 58,19860406
공립,서울정심초등학교,서울특별시 금천구 독산로78다길 89,19821110
공립,서울조원초등학교,서울특별시 관악구 조원로 67,20050301
공립,서울종암초등학교,서울특별시 동대문구 무학로44길 25,19220708
공립,서울중계초등학교,서울특별시 노원구 한글비석로19길 39,19751002
공립,서울중곡초등학교,서울특별시 중랑구 면목로23길 20,19670905
공립,서울중광초등학교,서울특별시 광진구 긴고랑로13길 59,19980901
공립,서울중대초등학교,서울특별시 송파구 송파대로36길 8,19241113
공립,서울중동초등학교,서울특별시 마포구 월드컵북로 152,19770901
공립,서울중랑초등학교,서울특별시 중랑구 봉우재로6길 26,19720508
공립,서울중마초등학교,서울특별시 광진구 동일로72길 43,19821110
공립,서울중목초등학교,서울특별시 중랑구 동일로 665,19971104
공립,서울중원초등학교,서울특별시 노원구 섬밭로 316,19900407
공립,서울중평초등학교,서울특별시 노원구 섬밭로 241,19880425
공립,서울중현초등학교,서울특별시 노원구 섬밭로 181,19891018
공립,서울중화초등학교,서울특별시 중랑구 신내로7가길 22,19461107
공립,서울중흥초등학교,서울특별시 중랑구 봉화산로 82,19990726
공립,서울증산초등학교,서울특별시 은평구 증산서길 61,19761126
공립,서울지향초등학교,서울특별시 양천구 신정로11길 74,20020901
공립,서울진관초등학교,서울특별시 은평구 진관4로 78-16,20080901
공립,서울창경초등학교,서울특별시 도봉구 도봉로129길 54,19890901
공립,서울창도초등학교,서울특별시 도봉구 방학로 32-28,19821007
공립,서울창동초등학교,서울특별시 도봉구 해등로16길 81,19300401
공립,서울창림초등학교,서울특별시 도봉구 덕릉로63길 46,19970604
공립,서울창서초등학교,서울특별시 서대문구 연세로5나길 30-3,19611101
공립,서울창신초등학교,서울특별시 종로구 지봉로 73,19160520
공립,서울창원초등학교,서울특별시 도봉구 해등로 103,19900716
공립,서울창일초등학교,서울특별시 도봉구 노해로66길 84,19900716
공립,서울창천초등학교,서울특별시 마포구 백범로1길 56,19400129
공립,서울천동초등학교,서울특별시 강동구 성안로 200,19821207
공립,서울천왕초등학교,서울특별시 구로구 천왕로1길 11,20110901
공립,서울천이초등학교,서울특별시 구로구 오류로 30,20160329
공립,서울천일초등학교,서울특별시 강동구 구천면로 266,19851017
공립,서울천호초등학교,서울특별시 강동구 구천면로 310-11,19440501
공립,서울청계초등학교,서울특별시 노원구 공릉로 431,18950901
공립,서울청구초등학교,서울특별시 중구 다산로 170,19370901
공립,서울청담초등학교,서울특별시 강남구 압구정로71길 9,19800301
공립,서울청덕초등학교,서울특별시 성북구 정릉로9라길 11,19670910
공립,서울청량초등학교,서울특별시 동대문구 회기로25길 31,19370405
공립,서울청룡초등학교,서울특별시 관악구 관악로5길 61,19851018
공립,서울청운초등학교,서울특별시 종로구 자하문로 105,19230401
공립,서울청파초등학교,서울특별시 용산구 효창원로 228,19430120
공립,서울초당초등학교,서울특별시 도봉구 해등로32길 11,19930720
공립,서울충무초등학교,서울 중구 퇴계로50길 13,19570428
공립,서울치현초등학교,서울특별시 강서구 방화대로47길 43,19940105
공립,서울탑동초등학교,서울특별시 금천구 탑골로 47-3,19670915
공립,서울탑산초등학교,서울특별시 강서구 허준로 109,19930805
공립,서울태랑초등학교,서울특별시 노원구 화랑로51나길 31,20010611
공립,서울태릉초등학교,서울특별시 노원구 노원로1길 36,19860117
공립,서울토성초등학교,서울특별시 송파구 풍성로20길 44,19840421
공립,서울평화초등학교,서울특별시 송파구 송파대로26길 22,19921021
공립,서울포이초등학교,서울특별시 강남구 개포로22길 87,19901024
공립,서울풍납초등학교,서울특별시 송파구 풍성로 43,19800801
공립,서울풍성초등학교,서울특별시 송파구 강동대로2길 13,19910424
공립,서울하늘숲초등학교,서울특별시 구로구 오리로 1106,20190501
공립,서울하늘초등학교,서울특별시 마포구 월드컵북로 502-14,20110301
공립,서울학동초등학교,서울특별시 강남구 선릉로115길 42,19790126
공립,서울한강초등학교,서울특별시 용산구 한강대로14길 9,19590331
공립,서울한남초등학교,서울특별시 용산구 한남대로 112,19210509
공립,서울한산초등학교,서울특별시 강동구 풍성로 261,19900501
공립,서울한서초등학교,서울특별시 마포구 대흥로24바길 27,19451101
공립,서울한천초등학교,서울특별시 노원구 마들로 45,19831203
공립,서울항동초등학교,서울특별시 구로구 연동로 178,20190301
공립,서울해누리초등학교,서울특별시 송파구 송파대로37길 95,20190301
공립,서울행당초등학교,서울특별시 성동구 고산자로8길 6,19621026
공립,서울행림초등학교,서울특별시 동작구 솔밭로 47,19920506
공립,서울행현초등학교,서울특별시 성동구 행당로 95,20050714
공립,서울혜화초등학교,서울특별시 종로구 혜화로 32,19100125
공립,서울홍릉초등학교,서울특별시 동대문구 회기로 90,19670915
공립,서울홍연초등학교,서울특별시 서대문구 백련사길 55,19750703
공립,서울홍은초등학교,서울특별시 서대문구 세검정로 105,19740306
공립,서울홍제초등학교,서울특별시 서대문구 홍은중앙로 13,19370521
공립,서울홍파초등학교,서울특별시 동대문구 고산자로 518,19590508
공립,서울화계초등학교,서울특별시 강북구 솔매로50가길 25,19670915
공립,서울화곡초등학교,서울특별시 강서구 초록마을로 28,19670331
공립,서울화일초등학교,서울특별시 강서구 까치산로10길 70,20050105
공립,서울효제초등학교,서울특별시 종로구 대학로 12,18951115
공립,서울후암초등학교,서울특별시 용산구 두텁바위로 140,19670301
공립,서울휘경초등학교,서울특별시 동대문구 망우로6길 48,19591010
공립,서울휘봉초등학교,서울특별시 동대문구 장안벚꽃로 309,20060301
공립,서울흑석초등학교,서울특별시 동작구 현충로 87,19680520
공립,서울흥인초등학교,서울특별시 중구 청구로6길 11,19461114
사립,선일초등학교,서울특별시 은평구 갈현로29길 27,19650907
사립,성동초등학교,서울특별시 광진구 자양로4길 63,19661216
사립,성신초등학교,서울특별시 성북구 북악산로 918,19650308
사립,세종초등학교,서울특별시 광진구 군자로 114,19621004
사립,숭의초등학교,서울특별시 중구 소파로2길 10,19660225
사립,신광초등학교,서울특별시 용산구 청파로 263,19641126
사립,영훈초등학교,서울특별시 강북구 도봉로13가길 19,19650925
사립,예일초등학교,서울특별시 은평구 연서로 117,19650926
사립,우촌초등학교,서울특별시 성북구 성북로4길 52-1,19650324
사립,운현초등학교,서울특별시 종로구 삼일대로 460,19860304
사립,유석초등학교,서울특별시 강서구 화곡로69길 9,19651203
사립,은석초등학교,서울특별시 동대문구 장안벚꽃로 205,19630328
사립,이화여자대학교사범대학부속초등학교,서울특별시 서대문구 성산로 512-39,19550408
사립,중앙대학교사범대학부속초등학교,서울특별시 동작구 서달로 135,19641203
사립,청원초등학교,서울특별시 노원구 한글비석로 506,19651205
사립,추계초등학교,서울특별시 서대문구 북아현로11가길 7,19640720
사립,충암초등학교,서울특별시 은평구 가좌로5길 5,19651115
사립,태강삼육초등학교,서울특별시 노원구 화랑로 815,19491119
사립,한신초등학교,서울특별시 도봉구 노해로49길 69,19690605
사립,한양초등학교,서울특별시 성동구 살곶이길 208,19660220
사립,홍익대학교사범대학부속초등학교,서울특별시 마포구 성미산로 51,19660312
사립,화랑초등학교,서울특별시 노원구 화랑로 621,19671214
